"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary.f","dummy_sales","dummy_accounting","dummy_hr","dummy_technical","dummy_support","dummy_management","dummy_IT","dummy_product_mng","dummy_marketing","dummy_RandD"
"12728",0.43,0.57,2,160,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12729",0.43,0.49,2,160,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12730",0.09,0.83,6,282,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12731",0.43,0.47,2,128,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12732",0.79,0.94,4,232,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12733",0.85,0.58,3,226,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12734",0.38,0.45,2,129,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12735",0.11,0.92,7,255,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12736",0.83,0.99,5,258,5,0,1,0,3,0,0,0,0,1,0,0,0,0,0
"12737",0.81,0.91,4,229,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12738",0.42,0.56,2,143,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12739",0.11,0.87,6,257,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12740",0.11,0.85,7,275,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12741",0.1,0.89,7,291,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12742",0.5,0.54,5,153,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12743",0.44,0.49,2,154,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"12744",0.11,0.9,6,301,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12745",0.39,0.52,2,134,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12746",0.11,0.78,6,245,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"12747",0.36,0.5,2,132,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"12748",0.43,0.51,2,130,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12749",0.4,0.5,2,127,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12750",0.86,0.84,4,246,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12751",0.38,0.49,2,145,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12752",0.46,0.45,2,138,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"12753",0.37,0.57,2,129,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12754",0.43,0.52,2,150,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12755",0.66,0.93,5,253,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12756",0.37,0.48,2,160,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"12757",0.77,0.92,5,235,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"12758",0.38,0.55,2,151,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12759",0.39,0.54,2,127,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12760",0.41,0.55,2,151,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12761",0.1,0.9,7,290,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12762",0.09,0.93,6,249,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12763",0.41,0.47,2,131,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12764",0.39,0.46,2,159,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12765",0.83,0.99,4,223,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"12766",0.09,0.87,3,214,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"12767",0.75,0.81,5,227,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"12768",0.44,0.54,2,127,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"12769",0.1,0.84,6,293,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12770",0.42,0.46,2,141,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12771",0.1,0.83,6,300,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"12772",0.1,0.86,6,309,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12773",0.31,0.77,4,149,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12774",0.42,0.54,2,159,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12775",0.38,0.5,2,152,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0
"12776",0.39,0.57,2,158,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12777",0.1,0.97,6,254,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12778",0.11,0.93,6,294,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12779",0.1,0.92,7,269,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12780",0.11,0.9,7,247,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"12781",0.44,0.65,3,271,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12782",0.91,0.96,4,232,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"12783",0.72,1,4,245,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14212",0.38,0.53,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14213",0.8,0.86,5,262,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14214",0.11,0.88,7,272,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14215",0.72,0.87,5,223,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14216",0.37,0.52,2,159,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14217",0.41,0.5,2,153,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14218",0.1,0.77,6,247,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14219",0.92,0.85,5,259,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14220",0.89,1,5,224,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14221",0.42,0.53,2,142,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14222",0.45,0.54,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14223",0.11,0.81,6,305,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14224",0.84,0.92,4,234,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14225",0.41,0.55,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14226",0.36,0.56,2,137,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14227",0.38,0.54,2,143,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14228",0.45,0.47,2,160,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14229",0.78,0.99,4,255,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14230",0.45,0.51,2,160,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"14231",0.76,0.89,5,262,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14232",0.11,0.83,6,282,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14233",0.38,0.55,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14234",0.09,0.95,6,304,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14235",0.46,0.57,2,139,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14236",0.4,0.53,2,158,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14237",0.89,0.92,5,242,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14238",0.82,0.87,4,239,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14239",0.4,0.49,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14240",0.41,0.46,2,128,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14241",0.38,0.5,2,132,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14242",0.09,0.62,6,294,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14243",0.45,0.57,2,134,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14244",0.4,0.51,2,145,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14245",0.45,0.55,2,140,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14246",0.84,0.87,4,246,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14247",0.1,0.94,6,255,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14248",0.38,0.46,2,137,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14249",0.45,0.5,2,126,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14250",0.11,0.89,6,306,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14251",0.41,0.54,2,152,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14252",0.87,0.88,5,269,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14253",0.45,0.48,2,158,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14254",0.4,0.46,2,127,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14255",0.1,0.8,7,281,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14256",0.09,0.89,6,276,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14257",0.84,0.74,3,182,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14258",0.4,0.55,2,147,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14259",0.57,0.7,3,273,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14260",0.4,0.54,2,148,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14261",0.43,0.47,2,147,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14262",0.13,0.78,6,152,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14263",0.44,0.55,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14264",0.38,0.55,2,134,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14265",0.39,0.54,2,132,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14266",0.1,0.92,7,307,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14267",0.37,0.46,2,140,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14268",0.11,0.94,7,255,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14269",0.1,0.81,6,309,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14270",0.38,0.54,2,128,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14271",0.85,1,4,225,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14272",0.85,0.91,5,226,5,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"14273",0.11,0.93,7,308,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"14274",0.1,0.95,6,244,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"14275",0.36,0.56,2,132,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"14276",0.11,0.94,6,286,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"14277",0.81,0.7,6,161,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"14278",0.43,0.54,2,153,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14279",0.9,0.98,4,264,6,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14280",0.76,0.86,5,223,5,1,1,0,2,0,0,0,0,0,0,0,1,0,0
"14281",0.43,0.5,2,135,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14282",0.74,0.99,2,277,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"14283",0.09,0.77,5,275,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14284",0.45,0.49,2,149,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0
"14285",0.09,0.87,7,295,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14286",0.11,0.97,6,277,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14287",0.11,0.79,7,306,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14288",0.1,0.83,6,295,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"14289",0.4,0.54,2,137,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"14290",0.43,0.56,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14291",0.39,0.56,2,142,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14292",0.45,0.54,2,140,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14293",0.38,0.49,2,151,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14294",0.79,0.59,4,139,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"14295",0.84,0.85,4,249,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14296",0.11,0.77,6,291,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14297",0.11,0.87,6,305,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14298",0.17,0.84,5,232,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14299",0.44,0.45,2,132,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14300",0.37,0.57,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14301",0.1,0.79,6,291,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14302",0.4,0.5,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14303",0.89,1,5,246,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14304",0.42,0.48,2,143,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14305",0.46,0.55,2,129,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14306",0.09,0.83,6,255,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14307",0.37,0.51,2,155,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14308",0.1,0.77,6,265,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14309",0.1,0.84,6,279,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14310",0.11,0.97,6,284,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14311",0.9,1,5,221,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14312",0.38,0.52,2,154,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14313",0.36,0.52,2,147,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14314",0.42,0.46,2,150,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14315",0.09,0.94,7,267,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14316",0.43,0.52,2,158,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14317",0.24,0.46,7,224,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"14318",0.91,1,4,257,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"14319",0.44,0.5,2,148,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"14320",0.71,0.87,3,177,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14321",0.4,0.49,2,155,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14322",0.43,0.47,2,144,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14323",0.09,0.85,6,289,4,0,1,0,3,0,0,1,0,0,0,0,0,0,0
"14324",0.43,0.52,2,160,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14325",0.9,0.96,4,258,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14326",0.84,1,5,234,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14327",0.37,0.48,2,137,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14328",0.86,0.68,5,263,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14329",0.11,0.84,6,251,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14330",0.37,0.57,2,133,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14331",0.4,0.46,2,132,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14332",0.14,0.62,4,158,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"14333",0.4,0.46,2,135,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14334",0.75,1,4,216,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14335",0.11,0.84,6,300,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"14336",0.46,0.49,2,138,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14337",0.11,0.92,6,260,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14338",0.38,0.49,2,132,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14339",0.7,0.89,3,183,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14340",0.09,0.82,6,250,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14341",0.37,0.45,2,151,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14342",0.1,0.83,6,292,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14343",0.38,0.57,2,140,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14344",0.9,1,5,221,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14345",0.44,0.51,2,138,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14346",0.36,0.5,2,132,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14347",0.31,0.84,7,133,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14348",0.1,0.84,6,283,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"14349",0.42,0.48,2,129,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"14350",0.74,1,4,249,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14351",0.73,0.87,5,257,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14352",0.09,0.96,6,245,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14353",0.45,0.53,2,155,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14354",0.11,0.8,6,256,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14355",0.37,0.47,2,152,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14356",0.84,0.99,4,267,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14357",0.41,0.46,2,151,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14358",0.76,0.92,4,239,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14359",0.11,0.87,6,306,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14360",0.84,0.88,4,263,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"14361",0.39,0.5,2,147,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14362",0.11,0.91,6,278,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14363",0.45,0.56,2,154,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14364",0.37,0.52,2,143,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14365",0.4,0.52,2,155,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14366",0.39,0.48,2,160,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14367",0.11,0.8,6,304,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14368",0.83,1,5,240,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14369",0.11,0.92,6,305,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14370",0.39,0.5,2,136,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"14371",0.45,0.45,2,132,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14372",0.1,0.95,7,301,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14373",0.9,0.98,5,243,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14374",0.45,0.51,2,147,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14375",0.79,0.89,5,239,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14376",0.9,0.99,5,260,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14377",0.11,0.84,7,296,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14378",0.43,0.55,2,129,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14379",0.31,0.54,5,132,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14380",0.32,0.5,2,135,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14381",0.45,0.57,2,158,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14382",0.81,0.99,4,259,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14383",0.41,0.46,2,160,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"14384",0.11,0.78,7,278,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14385",0.1,0.88,6,284,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14386",0.7,0.53,2,274,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14387",0.54,0.74,4,164,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14388",0.41,0.48,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14389",0.38,0.5,2,140,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14390",0.37,0.51,2,127,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14391",0.11,0.85,6,308,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14392",0.4,0.47,2,146,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"14393",0.1,0.84,6,261,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"14394",0.89,0.99,5,257,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"14395",0.11,0.8,6,285,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"14396",0.36,0.55,2,141,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14397",0.4,0.46,2,127,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14398",0.09,0.85,6,297,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14399",0.4,0.46,2,143,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"14400",0.37,0.55,2,152,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14401",0.44,0.51,2,156,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"14402",0.09,0.8,7,283,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14403",0.92,0.87,4,226,6,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"14404",0.74,0.91,4,232,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14405",0.09,0.82,6,249,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14406",0.89,0.95,4,275,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"14407",0.09,0.8,6,304,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14408",0.27,0.54,7,278,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14409",0.1,0.91,6,287,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14410",0.1,0.89,7,285,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14411",0.77,0.94,5,226,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14412",0.9,0.82,5,259,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14413",0.39,0.5,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14414",0.76,1,5,219,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14415",0.1,0.93,6,256,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14416",0.87,0.9,5,254,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14417",0.38,0.5,2,153,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14418",0.77,0.99,5,228,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14419",0.78,0.87,4,228,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14420",0.44,0.5,2,128,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14421",0.38,0.52,2,153,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14422",0.43,0.46,2,156,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14423",0.39,0.5,4,294,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14424",0.88,1,5,219,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14425",0.45,0.46,2,153,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"14426",0.4,0.53,2,151,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14427",0.36,0.51,2,155,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14428",0.36,0.48,2,158,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14429",0.9,0.98,5,245,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14430",0.43,0.53,2,131,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14431",0.89,0.87,5,225,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14432",0.1,0.84,6,286,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14433",0.37,0.5,2,135,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14434",0.37,0.51,2,153,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"14435",0.87,0.9,5,252,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14436",0.4,0.56,2,149,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14437",0.9,0.97,4,258,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14438",0.37,0.46,2,158,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14439",0.44,0.54,2,149,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14440",0.85,0.95,5,236,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"14441",0.78,0.98,5,239,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14442",0.42,0.47,2,159,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14443",0.92,0.99,5,255,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14444",0.11,0.83,6,244,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"14445",0.42,0.56,2,134,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"14446",0.48,0.57,4,270,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"14447",0.83,0.85,4,255,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"14448",0.4,0.53,2,151,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14449",0.43,0.45,2,135,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14450",0.43,0.53,2,146,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"14451",0.1,0.97,7,254,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14452",0.1,0.87,7,289,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14453",0.37,0.46,2,156,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14454",0.38,0.53,2,156,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14455",0.4,0.5,2,128,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14456",0.89,0.86,5,275,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"14457",0.45,0.46,2,155,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
